City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,brigantine,39.4101,-74.3646,74.19,40,0,6.91,US,1685200894
364,mobaye,4.319,21.1786,73.99,92,99,6.85,CF,1685200894
365,hirara,24.8,125.2833,77.27,94,75,12.66,JP,1685200895
366,cururupu,-1.8283,-44.8683,88.16,56,68,7.54,BR,1685200895
367,belokurikha,51.9959,84.9896,47.77,66,93,3.58,RU,1685200643
368,port moresby,-9.4431,147.1797,72.82,100,100,3.44,PG,1685200895
369,cambria,35.5641,-121.0808,56.14,87,27,1.99,US,1685200895
370,tsiombe,-25.3,45.4833,70.83,81,100,6.17,MG,1685200896
371,punta arenas,-53.15,-70.9167,41.11,75,75,28.77,CL,1685200896
372,prado,-17.3411,-39.2208,79.41,64,60,7.25,BR,1685200896
373,yatou,37.15,122.3833,62.46,98,100,6.08,CN,1685200897
374,atherton,53.5237,-2.4935,73.89,47,12,7.0,GB,1685200897
375,laughlin,35.1678,-114.573,80.08,20,0,4.0,US,1685200897
376,bosobolo,4.1833,19.9,89.33,49,76,4.52,CD,1685200897
377,acarau,-2.8856,-40.12,86.41,63,71,13.31,BR,1685200898
378,horta,38.5333,-28.6333,66.02,72,75,17.0,PT,1685200898
379,el porvenir,13.7617,-87.3458,74.53,61,100,3.27,HN,1685200898
380,rawson,-43.3002,-65.1023,46.71,36,3,14.12,AR,1685200898
381,baskale,38.0453,44.0172,54.93,59,94,2.42,TR,1685200899
382,volokonovka,50.4827,37.8563,66.7,77,100,6.4,RU,1685200899
383,tralee,52.2704,-9.7026,70.05,68,20,10.36,IE,1685200899
384,parun,35.4207,70.9221,42.76,57,6,5.08,AF,1685200899
385,nova vicosa,-17.8919,-39.3719,77.38,70,29,7.96,BR,1685200900
386,rio grande,-32.035,-52.0986,66.31,73,100,17.87,BR,1685200770
387,minab,27.1467,57.0801,91.08,47,0,10.27,IR,1685200900
388,iskateley,67.6803,53.1512,58.35,35,94,9.37,RU,1685200900
389,tadmur,34.5608,38.2805,94.71,11,74,12.41,SY,1685200901
390,kalmunai,7.4167,81.8167,83.28,81,4,5.19,LK,1685200901
391,mpongwe,-13.5091,28.155,76.62,28,4,5.77,ZM,1685200901
392,saint-pierre,-21.3393,55.4781,74.88,88,100,19.57,RE,1685200704
393,nizhnesortymskiy,62.4397,71.7603,59.05,72,86,12.44,RU,1685200902
394,isangel,-19.55,169.2667,72.46,82,43,4.94,VU,1685200902
395,santa isabel,-23.3156,-46.2214,78.1,44,41,4.83,BR,1685200902
396,espumoso,-28.7247,-52.8497,70.97,82,100,5.17,BR,1685200902
397,pangkalanbuun,-2.6833,111.6167,75.49,98,93,2.44,ID,1685200903
398,khuzdar,27.7384,66.6434,90.36,13,21,6.58,PK,1685200903
399,kirkwood,38.5834,-90.4068,74.43,49,75,3.44,US,1685200903
400,ambatondrazaka,-17.8333,48.4167,63.07,85,0,6.22,MG,1685200903
401,kruisfontein,-34.0033,24.7314,62.89,38,4,1.45,ZA,1685200904
402,peterhead,57.5058,-1.7981,66.6,79,92,10.6,GB,1685200904
403,kralendijk,12.15,-68.2667,89.58,66,75,14.97,BQ,1685200635
404,daru,-9.0763,143.2092,78.4,82,93,11.05,PG,1685200904
405,hotan,37.0997,79.9269,62.71,46,75,6.58,CN,1685200905
406,waingapu,-9.6567,120.2641,73.38,81,3,9.55,ID,1685200905
407,codrington,-38.2667,141.9667,53.35,89,100,14.74,AU,1685200905
408,okha,53.5739,142.9478,33.4,94,100,12.64,RU,1685200905
409,calabar,4.9517,8.322,82.26,74,96,7.54,NG,1685200906
410,cockburn town,21.4612,-71.1419,81.84,84,10,14.32,TC,1685200906
411,margate,51.3813,1.3862,58.69,68,2,8.99,GB,1685200906
412,nuuk,64.1835,-51.7216,34.41,100,100,33.38,GL,1685200906
413,laguna,38.421,-121.4238,61.09,81,0,9.22,US,1685200907
414,ratnagiri,16.9833,73.3,83.91,78,0,8.16,IN,1685200907
415,sorong,-0.8833,131.25,79.27,80,81,12.95,ID,1685200907
416,bogdanovich,56.7803,62.0494,67.1,67,96,5.03,RU,1685200907
417,turpan,42.9333,89.1667,83.44,13,81,1.34,CN,1685200908
418,emerald,-23.5333,148.1667,48.34,45,0,11.65,AU,1685200751
419,tame,6.461,-71.73,86.09,61,34,3.6,CO,1685200908
420,kununurra,-15.7667,128.7333,55.38,67,1,1.14,AU,1685200725
421,palmer,42.1584,-72.3287,76.08,34,0,3.0,US,1685200909
422,qiziltepa,40.0331,64.85,85.15,12,68,17.43,UZ,1685200909
423,zag,46.9441,99.165,44.51,31,0,5.55,MN,1685200909
424,selfoss,63.9331,-20.9971,48.04,53,10,17.18,IS,1685200910
425,konarka,19.9,86.1167,84.6,84,39,15.28,IN,1685200910
426,pierre,44.3683,-100.351,72.28,62,75,14.97,US,1685200910
427,sept-iles,50.2001,-66.3821,68.52,32,75,9.22,CA,1685200911
428,karakocan,38.9558,40.0386,76.46,54,33,4.21,TR,1685200911
429,paraty,-23.2178,-44.7131,86.31,41,12,2.19,BR,1685200911
430,prince edward,44.0001,-77.2495,74.48,62,5,5.99,CA,1685200868
431,lesnoy,57.6198,63.0784,67.86,58,100,4.12,RU,1685200911
432,san pedro pochutla,15.7333,-96.4667,89.71,59,44,2.73,MX,1685200912
433,chinde,26.8418,88.0763,62.37,75,3,5.37,NP,1685200912
434,ghanzi,-21.5667,21.7833,82.63,20,5,8.93,BW,1685200912
435,businga,3.3333,20.8833,78.01,86,99,6.89,CD,1685200912
436,villa de arista,22.65,-100.8333,65.21,63,98,4.97,MX,1685200913
437,ravar,31.2656,56.8055,84.6,24,41,8.88,IR,1685200913
438,winnemucca,40.973,-117.7357,55.45,62,0,0.0,US,1685200561
439,colonia,50.9333,6.95,78.42,27,0,8.05,DE,1685200753
440,dek'emhare,15.07,39.0475,73.29,58,98,13.6,ER,1685200913
441,glace bay,46.1969,-59.957,61.32,60,20,20.71,CA,1685200914
442,machico,32.7,-16.7667,72.23,71,40,17.27,PT,1685200914
443,tash-kumyr,41.3461,72.2171,62.76,57,47,12.08,KG,1685200914
444,zhangye,38.9342,100.4517,68.09,21,100,6.02,CN,1685200914
445,praia da vitoria,38.7333,-27.0667,66.45,77,40,17.36,PT,1685200914
446,wasserburg am inn,48.0605,12.2313,73.33,56,3,10.47,DE,1685200915
447,torghay,49.6339,63.4981,72.86,32,1,7.85,KZ,1685200915
448,sandnessjoen,66.0217,12.6316,48.72,93,75,27.63,NO,1685200915
449,choyr,46.3611,108.3611,52.63,66,92,6.73,MN,1685200915
450,concordia,-31.393,-58.0209,59.07,59,0,8.05,AR,1685200856
451,casper,42.8666,-106.3131,61.81,74,0,11.5,US,1685200916
452,gorom-gorom,14.4439,-0.2361,110.5,6,82,16.24,BF,1685200916
453,taulaga,-11.0553,-171.0883,82.54,76,76,6.91,AS,1685200916
454,kilindoni,-7.9139,39.6668,80.19,68,17,14.36,TZ,1685200916
455,jalai nur,49.45,117.7,47.98,48,2,7.45,CN,1685200916
456,kenitra,34.261,-6.5802,72.36,61,26,11.92,MA,1685200917
457,chuguyevka,44.1653,133.8633,56.8,77,100,3.49,RU,1685200917
458,colonia menno,-22.3667,-59.8167,91.38,44,54,14.63,PY,1685200917
459,vadso,70.0744,29.7487,45.48,49,0,13.8,NO,1685200917
460,holdrege,40.4403,-99.3698,70.88,46,0,18.41,US,1685200918
461,vilhena,-12.7406,-60.1458,84.42,61,0,10.36,BR,1685200918
462,oropesa del mar,40.1,0.15,77.7,61,100,5.66,ES,1685200918
463,miquelon,47.0975,-56.3814,46.4,88,100,23.29,PM,1685200918
464,bikenibeu village,1.3673,173.1241,80.56,89,40,1.14,KI,1685200918
465,kaduy,59.2,37.15,54.34,71,94,9.73,RU,1685200919
466,dryden,49.7833,-92.7503,71.89,30,0,12.66,CA,1685200919
467,noosa heads,-26.3833,153.15,53.33,80,1,6.71,AU,1685200919
468,zhezqazghan,47.7833,67.7667,70.38,18,0,13.42,KZ,1685200919
469,elhovo,42.1667,26.5667,63.16,94,100,10.25,BG,1685200920
470,akureyri,65.6835,-18.0878,46.33,29,0,10.36,IS,1685200920
471,karachi,24.9056,67.0822,87.62,70,40,5.75,PK,1685200806
472,extrema,-22.8547,-46.3183,75.27,48,43,7.54,BR,1685200920
473,charters towers,-20.1,146.2667,54.97,51,4,6.38,AU,1685200920
474,kamaishi,39.2667,141.8833,60.75,84,100,8.72,JP,1685200921
475,howard springs,-12.497,131.047,71.51,46,63,6.73,AU,1685200921
476,armacao de buzios,-22.7469,-41.8817,84.25,69,2,13.09,BR,1685200921
477,usogorsk,63.4106,48.6872,63.23,37,69,6.11,RU,1685200921
478,salekhard,66.53,66.6019,61.18,79,100,14.97,RU,1685200922
479,dzhalagash,45.0833,64.6667,79.57,19,0,8.93,KZ,1685200922
480,avenal,36.0041,-120.129,61.56,62,0,1.12,US,1685200922
481,bontang,0.1333,117.5,79.54,89,74,7.76,ID,1685200922
482,remire-montjoly,4.9167,-52.2667,87.84,66,75,6.91,GF,1685200923
483,adrar,20.5022,-10.0711,83.93,40,100,11.01,MR,1685200923
484,vorkuta,67.5,64.0,61.41,48,100,7.11,RU,1685200774
485,mikuni,36.2171,136.1519,67.91,84,93,7.31,JP,1685200923
486,centerton,36.3598,-94.2852,72.3,49,0,9.22,US,1685200870
487,iquique,-20.2208,-70.1431,68.04,70,100,6.49,CL,1685200796
488,motueka,-41.1333,173.0167,58.1,93,99,2.37,NZ,1685200924
489,vila velha,-20.3297,-40.2925,78.94,76,40,10.36,BR,1685200925
490,bengkulu,-3.8004,102.2655,77.23,89,64,3.6,ID,1685200925
491,nelson bay,-32.7167,152.15,51.01,75,31,8.01,AU,1685200925
492,la passe,45.5549,-0.8967,86.23,55,4,8.57,FR,1685200926
493,palapag,12.5458,125.1147,80.6,79,100,10.49,PH,1685200926
494,fada n'gourma,12.0622,0.3578,105.1,20,100,1.32,BF,1685200926
495,crozon,48.2464,-4.4899,77.13,56,0,10.36,FR,1685200926
496,hangu,39.2489,117.7892,64.44,86,100,4.23,CN,1685200927
497,la'ie,21.6477,-157.9253,75.16,74,0,3.0,US,1685200927
498,mohr,54.3528,9.7167,68.97,41,0,3.44,DE,1685200927
499,forster,-32.1667,152.5167,50.04,71,0,10.69,AU,1685200928
500,novoishimskiy,53.1981,66.7694,69.12,36,6,7.25,KZ,1685200928
501,alaghsas,17.0187,8.0168,109.92,7,82,10.67,NE,1685200928
502,ulladulla,-35.35,150.4667,43.88,77,0,5.57,AU,1685200929
503,marsh harbour,26.5412,-77.0636,81.41,65,4,4.9,BS,1685200929
504,dange,12.8513,5.3471,105.75,18,100,5.59,NG,1685200929
505,antsiranana,-12.2787,49.2917,77.76,69,20,18.41,MG,1685200930
506,long beach,33.767,-118.1892,63.37,83,100,8.05,US,1685200324
507,kitakata,37.65,139.8667,61.02,90,100,2.71,JP,1685200930
508,grand baie,-20.0182,57.5802,75.67,75,4,5.99,MU,1685200930
509,myitkyina,25.3833,97.4,79.77,53,3,1.48,MM,1685200931
510,maputo,-25.9653,32.5892,70.23,80,75,8.05,MZ,1685200931
511,srivardhan,18.0333,73.0167,84.07,78,2,8.32,IN,1685200931
512,sola,-13.8833,167.55,70.47,94,20,0.0,VU,1685200932
513,isla vista,34.4133,-119.861,63.01,82,0,3.44,US,1685200932
514,gazojak,41.1875,61.4036,88.59,9,88,13.29,TM,1685200932
515,garissa,-0.4536,39.6401,84.61,51,100,17.45,KE,1685200933
516,mao,39.8885,4.2658,77.56,44,0,6.91,ES,1685200933
517,izobil'nyy,45.3709,41.7084,72.64,71,26,5.19,RU,1685200933
518,gadzhiyevo,69.2551,33.3362,46.29,43,100,12.88,RU,1685200934
519,awjilah,29.1081,21.2869,79.3,37,66,22.19,LY,1685200934
520,marquette,46.5333,-87.6335,72.16,25,88,10.0,US,1685200934
521,damaturu,11.747,11.9608,105.22,20,17,6.46,NG,1685200934
522,kuantan,3.8077,103.326,82.51,83,20,5.75,MY,1685200935
523,lamarque,-39.423,-65.7021,47.86,24,0,3.76,AR,1685200935
524,usinsk,65.9939,57.5281,63.32,35,100,9.98,RU,1685200935
525,bokhan,53.153,103.7714,47.28,63,100,1.23,RU,1685200936
526,banamba,13.55,-7.45,102.13,13,100,15.37,ML,1685200936
527,karlshamn,56.1706,14.8619,61.29,53,89,10.13,SE,1685200936
528,inarajan village,13.2736,144.7484,80.6,87,100,13.0,GU,1685200936
529,bodo,67.28,14.405,44.94,88,75,18.41,NO,1685200937
530,jinxiang,27.4327,120.6062,71.24,92,5,1.32,CN,1685200937
531,cam pha mines,21.0167,107.3,78.48,85,1,1.99,VN,1685200930
532,dzhetygara,52.1908,61.2006,76.3,30,13,7.23,KZ,1685200938
533,vila do maio,15.1333,-23.2167,83.19,85,100,15.12,CV,1685200938
534,chazuta,-6.5742,-76.1367,83.25,75,95,1.3,PE,1685200938
535,castillos,-34.1667,-53.8333,63.18,49,31,14.5,UY,1685200938
536,igarka,67.4667,86.5833,50.23,78,4,9.98,RU,1685200939
537,motygino,58.1831,94.7592,48.31,62,100,6.44,RU,1685200939
538,anar darah,32.7587,61.654,89.47,11,46,21.72,AF,1685200939
539,taro,-8.3862,115.28,71.6,89,75,2.62,ID,1685200939
540,chambishi,-12.6325,28.0537,73.92,38,25,3.15,ZM,1685200940
541,mezhdurechenskiy,59.6,65.9333,64.69,77,85,10.07,RU,1685200940
542,timbuktu,16.7735,-3.0074,107.44,11,100,19.24,ML,1685200940
543,papao,-17.75,-149.55,76.68,76,15,23.89,PF,1685200940
544,quellon,-43.1167,-73.6167,41.25,87,0,3.44,CL,1685200940
545,monchegorsk,67.9397,32.8739,50.27,31,99,9.86,RU,1685200941
546,navrongo,10.8956,-1.0921,104.7,23,92,3.56,GH,1685200941
547,trujillo,-8.116,-79.03,75.16,73,75,9.22,PE,1685200941
548,ormara,25.2088,64.6357,83.66,85,71,18.86,PK,1685200941
549,mahajanga,-15.7167,46.3167,82.42,54,20,3.44,MG,1685200942
550,myeik,12.4333,98.6,82.35,80,9,6.11,MM,1685200942
551,chamical,-30.36,-66.314,56.37,58,100,2.19,AR,1685200942
552,boundiali,9.5217,-6.4869,99.91,23,100,4.59,CI,1685200943
553,elesbao veloso,-6.2019,-42.1403,93.0,37,33,8.57,BR,1685200943
554,kirensk,57.7853,108.1119,46.89,59,100,1.9,RU,1685200943
555,seminole,28.7086,-81.2081,77.34,71,40,11.5,US,1685200943
556,mount carmel,38.4109,-87.7614,72.12,55,100,8.46,US,1685200943
557,dolores,-36.3132,-57.6792,52.59,53,0,16.46,AR,1685200944
558,inhambane,-23.865,35.3833,73.38,68,20,4.61,MZ,1685200944
559,cazorla,37.915,-3.0034,67.57,57,97,3.09,ES,1685200944
560,queenstown,-31.8976,26.8753,55.78,20,0,5.75,ZA,1685200944
561,nishinoomote,30.7333,131.0,72.41,82,100,14.81,JP,1685200945
562,grand falls-windsor,48.9332,-55.6649,43.5,84,100,1.01,CA,1685200945
563,maxixe,-23.8597,35.3472,73.22,68,20,4.61,MZ,1685200945
564,slave lake,55.2834,-114.769,62.58,51,0,11.5,CA,1685200727
565,willowmore,-33.2926,23.4895,57.13,28,0,6.53,ZA,1685200946
566,opp,31.2827,-86.2555,73.42,58,0,9.22,US,1685200946
567,santo amaro da imperatriz,-27.6881,-48.7786,79.02,100,79,1.36,BR,1685200946
568,cooper's town,26.8667,-77.5167,78.26,69,1,4.23,BS,1685200946
569,holualoa,19.6228,-155.9522,66.51,82,0,5.99,US,1685200946
570,sao francisco,-15.9486,-44.8644,84.43,34,37,5.88,BR,1685200947
571,tanout,14.9709,8.8879,106.66,13,100,3.8,NE,1685200947
572,prainha,-1.8,-53.48,88.36,57,95,2.93,BR,1685200940
